Tweet,Correct Sentiment,Predicted Sentiment
io 5 for iphon and ipad is here: appl best releas yet url #ios5 #ios @apple #ipad #tablet,neutral,negative
in front of the @apple stor so many blu shirt i feel lik im at a smurf reun #iphone4s,neutral,negative
the iphon upd has segreg my contact between iphon us and non-iphone us they just had to cal out thos non-users @apple,neutral,neutral
speecht url on @apple ap stor list as the #best bi-directional #speech to speech #translator ---- post on twit,neutral,neutral
@apple why dont you hav a wireless remot for keynot pres w a macbook air nobody want to see the pith man navig w a iphon,neutral,neutral
3 princip glob play wil be act in every market,neutral,neutral
@apple #ripsteve rt stev job and the sev rul of success url,neutral,neutral
#wheniwas14 @apple reg the domain nam url thu begin their plan for world domin,neutral,neutral
fregon el nuevo facebook par ipod/iphone hah alomes ya tien rato pero yo lo acabo de actualiz @apple,neutral,irrelevant
#win an @apple ipod touch from get the hello world baby mem ap url #pampershelloapps,neutral,neutral
iphon 4s first weekend sal top four million: url via @apple themselv big sal for the new phon,neutral,neutral
@apple her is an easy way to put newsstand in a fold url,neutral,neutral
had a real interestng expery up in the @apple stor though paul was with me up ther faul #iphone4 - but out of warranty,neutral,positive
found out the hard way today that doe not work with @apple ios5 yet when you ar follow a link for a meet,neutral,neutral
lol bet that android couldnt do that rt i prom thi iphon been at 1% battery for the last 3 hour i see you @apple,neutral,neutral
rt the takeaway from the @apple earn cal ev appl nee a new iphon releas every 12 month to stay competit cc,neutral,negative
rt #fail i guess @apple didnt not thes clown that the iphone5 isnst out yet url,neutral,neutral
hey @apple - nee mor serv for sir traff im sur googl can help you out with that,neutral,neutral
#win an @apple ipod touch from get the hello world baby mem ap url #pampershelloapps ends10/21,neutral,neutral
wait on lin @apple stor at west 14th street,neutral,neutral
beauty ye though it simply remind me of @apples spin wheel of dea clock reinvented: url,neutral,neutral
@apple ios5 is al wel and good and has nic new feat but im stil wait on an ap that wil go to work for me,neutral,positive
stev job biop com soon - @apple #apple #stevejobs url,neutral,neutral
oop app @apple is som handle-squatter tweetbarass,neutral,negative
improv imess + eng @apple cont partn custom bet url with soc act mess,neutral,negative
@apple stor #towson wait at geni bar - hug crowd wait for #iphone 4s url,neutral,neutral
rt purdy rog tribut to #stevejobs and @apple we spray paint the macintosh plu w url,neutral,neutral
us @apples mobl util url,neutral,neutral
my friend found thi artic on the #ios5 battery drain problem url @apple,neutral,neutral
ihs: iphon 4s show key design and compon chang url @apple #apple #iphome4s #ios5,neutral,neutral
#win an @apple ipod touch from,neutral,neutral
yesss @apple fix it also slow internet rt iphon 4s own ar you hav troubl with sir connect to internet,neutral,neutral
@apple sel 4 mil on the first weekend sold ov 30 mil galaxy s ii phon glob,neutral,neutral
win an @apple ipod touch from get the hello world baby mem ap url #pampershelloapps,neutral,neutral
dear @apple pleas inv facetim voicemail sint,neutral,negative
@apple nee to tak down the stev job tribut and get back to promot the brand - put the cloud on the front pag and start explain,neutral,neutral
ok @apple yo access policy is out of hand i nee a pow lin in to us the mic ar you kid me,neutral,neutral
thi video brought a smal tear to my ey url watch to opin of #stevejobs and @apple,neutral,negative
iphone: watch sir &quot;work&quot; on the old iphon 4 - url @apple allow command from iphon 4 stop playin,neutral,neutral
gee i cant imagin that the map ap graph from thi samsung websit wil help their court cas vs @apple: url,neutral,neutral
the takeaway from the @apple earn cal ev appl nee a new iphon releas every 12 month to stay competit cc:,neutral,negative
ye tech peep talk so much about algorithm but tech should alway tie back to peopl @apple prov thi #imediasummit,neutral,negative
rt i lik yo ap for the @apple iphon very simpl and easy to us,neutral,neutral
heydo you know why @apple hasnt ad 4g support yet seem lik an od omit for such an adv dev,neutral,irrelevant
dear invis intern/assistant: pleas go pick up my comput from the @apple hospit so i can upgrad to ios5 thank,neutral,negative
hey @apple could you hook the voic memo ap on the iphon up with fin scrubbing journ nee lov too,neutral,negative
wow dogsnn@apple w/starr ear - upstair in the hug soho stor and al of a sud she sprung to at url,neutral,negative
rt #ios 5 is a gre system but it tak al day to download @apple,neutral,negative
url lin at @apple northpark #dallas mal #4gsiphone,neutral,neutral
you nee to ask #siri her favorit col and the av spee of an unlad swallow seem someon @apple is a monty python fan,neutral,negative
i hav 4 @apple produc,neutral,neutral
@apple why ar you ask us appl dont read mess on twit and appl ar @apple eith,neutral,negative
lol and what do thos look lik rt dear @apple can we get som afro-american emoticon -management,neutral,neutral
video: sir also get angry url @apple #apple #siri #iphone4s #ai,neutral,neutral
#win an @apple ipod touch from get the hello world baby mem ap url #pampershelloapps,neutral,neutral
gre tech war of 2012 url profil @apple @google on /ht,neutral,neutral
iphon 4s 8mp camer : itu00b4s a sony url @apple #apple #iphone4s #cameras,neutral,neutral
@apple #siri url,neutral,neutral
why you wont us yo @apple account,neutral,neutral
u know the @apple company ar giv out 500 ipad becaus stev job past away,neutral,neutral
rt appl hav just annount they sold 4 mil phon thi weekend incred that recess continu to bit @apple,neutral,neutral
video: sir also get angry url @apple #apple #siri #iphone4s #ai,neutral,neutral
salesperson at #soho @apple stor it doesnt mat how many peopl ar lin up out front theyr not gonn get on #iphone4s,neutral,neutral
#win an @apple ipod touch from get the hello world baby mem ap url #pampershelloapps,neutral,neutral
can someon explain to me how the hel imess diff from a text mess @apple,neutral,neutral
#steve #jobs #tribute iphon 4s cas now avail #iphonecasesnurl @apple,neutral,neutral
rt dear @apple can we get som afro-american emoticon -management,neutral,neutral
poll: url q:r u piss @apple ban thi video #apple #iphone4s #siri #f8ball,neutral,neutral
big mo: in on week @apple #icloud hit 20m users; 25m us #ios 5 url via,neutral,neutral
cat accus tig for roar #samsung on @apple,neutral,neutral
@apple so why is sir on avail on the iphon 4s - url,neutral,neutral
no kid u201c also dont forget @apple stop clos the ap stor aft each bloody purchaseu201d,neutral,negative
sir is cool but mor import handy and funny @apple pleas config it for canad what with the rac eh,neutral,neutral
hmm it seem i should hav check the id of @apple firstu2026,neutral,neutral
video: sir also get angry url @apple #apple #siri #iphone4s #ai,neutral,neutral
why doesnt the geni hav song for watch the throne yet huh @apple,neutral,negative
#opinion nee to be car in @apple pat issu - it look a lot lik you learn a lot by mak their chip,neutral,negative
just real appl doesnt ev hav @apple on lock thi dud rj pittm wait for the fattest check,neutral,negative
@apple why no macbook mir onto appletv via #airplay,neutral,neutral
new #ios5 not cent is a big improv but @apple miss an easy trick by not mak it ful avail on lock screen,neutral,neutral
i dont get it instead of @apple drop the 16gb iphon 4 down to price-dollars they releas an 8gb on for price-dollars,neutral,neutral
not for job @apple stor in palo alto downtown url,neutral,neutral
stay young stay fool but tak own when u f*ck up dont complain and nev giv up #resilience @apple,neutral,negative
perhap it tim for @apple to com out with an ap cal isuck that let you know which ap ar kil yo battery lif,neutral,negative
i am ay i wasnt @apple,neutral,neutral
upgrad my #ipad to #ios5 when @apple said it could tak a coupl of hour to instal and rest it they wer kid,neutral,negative
thank @apple my girlfriend lik #siri mor than me now,neutral,positive
ok so it was a lion and not a leopard too much upgrad thi weekend @apple,neutral,negative
rt @apple fan er hold spot at the geni stor url,neutral,neutral
why didnt @apple merg the address and search bar in safar al crom in io 5 #simplethings,neutral,negative
gre post on the upcom gre tech war of 2012 @apple @google url via,neutral,neutral
is it me or is beg ppl not to go @apple #iphone url,neutral,neutral
#win an @apple ipod touch from,neutral,neutral
rt hang @apple in tacom list to the beatl,neutral,neutral
@apple pleas provid support for a bangl keyboard in io it would mak the lif of many bengal io us easy #iphone,neutral,neutral
watch igeni on bas on first 13 minut @apple nev should hav gon publ in 1980,neutral,negative
thi read button for safar is perfect for fic @apple #ios5 #stevejobsday,neutral,negative
3 princip glob play wil be act in every market,neutral,neutral
hey @apple why is sir not avail for the mac,neutral,neutral
@apple i already hav an iphon 4 with an at contract can i buy a fact unlock iphon 4s with my contract,neutral,neutral
the four am company that hav com to defin 21st-century on the verg of war @apple and,neutral,neutral
al about yesterday @apple upgrad help but mad,neutral,positive
@apple wel so far iv seen it for ap,neutral,negative
smh at for try to cut in lin for a 4s cmon mayn if @apples cofound stood in lin then you ar too,neutral,neutral
rt hey @twitter and @apple thi is pretty dumb url,neutral,neutral
digit x worldwid | today is stev job day in californ @apple url,neutral,positive
@apple when you upgrad to ios5 ther is a sect in ap stor which let you download anyth you hav purchas bef,neutral,neutral
couldnt help it & expl the #iphone4s @apple stor & talk to #siri shouldv tri to speak to her in french #nexttime,neutral,neutral
@apple pleas bring back the old sir ap for us old school iphon 3 us,neutral,neutral
easiest way to us evernot with iphon 4s sir just tel sir to email evernot and say yo not @apple #evernote #siri,neutral,neutral
so @apple the new imess is gre and al but is ther a way to default to sms when im not on wif i hav limit dat,neutral,positive
aft being on hold with @apple for the last 30 min i real lik their mus select of on-hold mus whit stripes ray lamontagn,neutral,neutral
iphon 4s first weekend sal top four million: url (via @apple),neutral,positive
#win an @apple ipod touch from get the hello world baby mem ap url #pampershelloapps,neutral,neutral
thank @apple now ev mor peopl on the bus ar talk to inanim object hard than ev to tel who crazy and who hip,neutral,positive
iphon 4s 8mp camer : itu00b4s a sony url @apple #apple #iphone4s #cameras,neutral,neutral
how do you synt gmail contact with yo iphon help pleas @apple,neutral,positive
@apple @google and with a url that work url,neutral,neutral
@apple y u no let me pre-order iphon 4s,neutral,neutral
think mor i want android to do an imess serv & for @google & @apple to interconnect they would if the car about their us,neutral,neutral
the new @apple #find my friend ap is gre exceiv the part wher you hav to log in everytim get back to me when thi is chang,neutral,negative
rt rt @apple fan er hold spot at the geni stor url,neutral,neutral
lov @apple iphon my blogpost fin don through iphon ap,neutral,positive
rt sprint verizon & at&t @apple stor url,neutral,neutral
how much do @appleu2019s fact cost | asymco url,neutral,neutral
@apple how fun wouldnt it be if it was poss to integr ( soon to be nam ) with not,neutral,neutral
how i man my businesses/life: @twitter @googleapps @apple thx,neutral,neutral
#win an @apple ipod touch from get the hello world baby mem ap url #pampershelloapps,neutral,neutral
or @apple to purchas my imac ipad and print #studentdiscounts,neutral,negative
@apple giv sir back,neutral,neutral
what pric should i sel @apple for,neutral,neutral
ihs: iphon 4s show key design and compon chang url @apple #apple #iphome4s #ios5,neutral,neutral
gon for a run beauty morn man do i lov io 5 @apple #iphone,positive,positive
you ar so bless @apple,positive,neutral
@apple sir is amaz,positive,neutral
thank you @apple for find my mac - just loc and wip my stol air #smallvictory #thievingbastards,positive,neutral
good support fm kevin @apple #bellevue stor 4 biz custom ty,positive,neutral
@apple id tot email the company i alway get gre serv at our @apple stor,positive,neutral
meet #siri yo new iphon butl click the link and be amaz by al it can do: url @apple,positive,neutral
@apple the iphon 4s is gre #genius,positive,neutral
_ibertaddigitaltv/ ipad a bri stevejob produck url pres url,positive,irrelevant
said to hav laid out the next 4 year @applejobs last iphon is 2012 not the iphone4s iphone(4g/5) 2012 is mag url,positive,neutral
rt you wer right an iphon is a must hav #addicted {welcome to the @apple club},positive,negative
i just sent my grandm a post card us my #cardsapp thank @apple,positive,positive
@apple download of io 5 ar prov popul with us -- url,positive,neutral
the #iphone4s is amaz sir voic recognit is absolv a step abov prevy attempt bravo @apple,positive,negative
@apple has chang lif,positive,positive
kind of excit on my way to my last class right now and then going to the @apple stor so buy #macosc snow leopard and lion :-),positive,neutral
new io 5 upd is the best iloveyou @apple,positive,positive
anoth gre jam stewart story in today ny tim about import of architect in @apple retail success url,positive,positive
us my awsom ipad i lov it i lov my macbook too and my ipod it al amaz i lov @apple,positive,positive
from which company do you expery the best custom serv asid from and @apple,positive,irrelevant
anoth ment for appl store: url - rt ont again get gre custom serv from the @apple stor,positive,neutral
rt wer on of a few feat educ ap on the @apple **website** today,positive,positive
@apple: sir is amaz im in lov,positive,positive
my iphon 4s battery last long than a day that hasnt hap sint my edg iphon nic job @apple,positive,neutral
@twitter ceo point to @apple as corp ment as signup tripl url,positive,neutral
@apples sir is witchcraft what next @googleresearch 2 yr lead lost,positive,neutral
#sweet #apple replac my glass #probono thank you @apple,positive,positive
being hon tonit @applea tru gre loss to the worldh wil so be miss,positive,positive
got a new backsid for my ey phon v impress with @apple,positive,positive
#siri now know who my dad mom broth and girlfriend is thank @apple,positive,negative
mak the switch from to @apple #iphone #iphone4s #smartphone #stevejobs ( appl store) url,positive,neutral
god bless @apple for #appletv & our bad ass system lov #princessofchina gb to & too em-smile,positive,neutral
you mad it too easy for me to switch to @apple iphon see ya,positive,neutral
lov ios5 east eg pul down from middl top to bottom and see what pul down awesom littl feat #ios5 @apple,positive,positive
@apple put it in the wash is kind of the equ to wil it blend glad to hear it stil al,positive,negative
play on ma man lov the camer in the #iphone4s wel don @apple #fb url,positive,positive
thank to @apple cov gard #geniusbar for replac my macbook keyboard/crack wristpad dur my lunch break today out of warranty,positive,positive
rt googl a pas innovu00e9 avec un tamagoch il ont tout compr #google #nexusprime,irrelevant,irrelevant
en estooo ultimooo dia mi pu00e1gina mas visitadaa en internet es #google,irrelevant,irrelevant
asiaclassifiedtoday: th peng join grey as chairm and ceo of grey gre chin - marketw url #asia #google #ads,irrelevant,irrelevant
#thingsweallhate peopl who think they know it al helloyo nam isnt #google,irrelevant,neutral
prenez un smartphon galaxy ajout y du softw a la sauc googl et vou avez un tout beau galaxy nex #google#iphone,irrelevant,irrelevant
rt voic un tru00e8s bon ru00e9sumu00e9 de lannont du #galaxynexus de #google url,irrelevant,irrelevant
android 40 ic cream sandwich ya es of url #android #google #androidve #tecnologia #vendroid #usoandroid,irrelevant,irrelevant
so ja ich wil das galaxy nex sofort #google #samsung,irrelevant,irrelevant
rt cest quand mu00eame un confu00e9rence ou00f9 on nattend pas 1h30 pour avoir un nouveautu00e9 #google #nexusprime,irrelevant,irrelevant
le panoram est tru00e8s symp et peut u00eatre coupu00e9 u00e0 tout mom #google #nexusprime,irrelevant,irrelevant
#publicidad galaxy nex es la pru00f3xima generaciu00f3n de dispositivo nex co-desarrollado por #samsung y #google l url,irrelevant,irrelevant
rt sdk dispo aujourdhu #google #nexusprime,irrelevant,irrelevant
rt #kikitoutdur dev ic #google #nexusprime,irrelevant,irrelevant
uu017e vu00edm jaku00fd bud mu016fj pu0159u00edu0161tu00ed mobl url #google #android #galaxynexus,irrelevant,neutral
el nuevo samsung galaxy nex tien desbloqueo del telu00e9fono por reconocimiento fac | impres #icecreamsandwich #google,irrelevant,irrelevant
rt widget scrollables com sur honeycomb #google #nexusprime,irrelevant,irrelevant
#androidbeam: compart con otro #android lo que ves solo con ponerlo junto (por ahor su00f3lo en el #nexusprime) #nfc #google,irrelevant,irrelevant
der langsam tod von seo #google -suche fu00fcr eingeloggt us verschlu00fcsselt - url #socialmedia #marketing #search #seo,irrelevant,irrelevant
putz que bel merd #google #android #fail,irrelevant,irrelevant
lect not in fin econom pdf ebook: url #google,irrelevant,negative
#1 #google rank funniest #funny #tshirts on the net #sushi #barexam url #lawschool #lawyers #sale #humor #lawyers,irrelevant,irrelevant
connect light year ahead of oth vend in #analytics url #socialbiz #google+,irrelevant,neutral
rt nouvel gest des onglet sur le navig #google #nexusprime,irrelevant,irrelevant
6 posit learn au dem panda-update url #panda #seo #google,irrelevant,irrelevant
#google y su distorsiu00f3n de la ##accesibilidad url #fb #android #chromeos #chromevox,irrelevant,irrelevant
u9854u8a8du8b58u30edu30c3u30afu89e3u9664u5931u6557u3057u3066u308bu30fbu30fbu30fbu30c7u30e2u3067u5931u6557u3057u3061u3083u3063u3066u3044u3044u306eu304buff1f #google,irrelevant,neutral
irgendwy dan doch enttu00e4uschend das neu #google #galaxy #nexus,irrelevant,irrelevant
#galaxynexus es presentado of url | conoc los detal del nuevo telu00e9fono de #google,irrelevant,irrelevant
galaxy nex sc-04d | nttu30c9u30b3u30e2 2011-2012u51acu6625u30e2u30c7u30eb url #android #google #docomo,irrelevant,neutral
rt u30b5u30e0u30b9u30f3u3001googleu3068u5171u540cu3067googleu30eau30d5u30a1u30ecu30f3u30b9u6a5fu300cgalaxy nexusu300du3092u6b63u5f0fu767au8868u300111u6708u306bu4e16u754cu5404u5730u3067u767au58f2u3000url #androidjp #samsung #google #galaxynexus,irrelevant,irrelevant
hoy #foursquare y #google+ me patearon las pelota,irrelevant,irrelevant
voic un tru00e8s bon ru00e9sumu00e9 de lannont du #galaxynexus de #google url,irrelevant,irrelevant
il est dispo sur developerandroidcom #google #nexusprime,irrelevant,irrelevant
le galaxy nex officialisu00e9 #samsung #google #galaxynexus #icecream - url via,irrelevant,neutral
todavu00eda ex #google+,irrelevant,neutral
u30b5u30e0u30b9u30f3u96fbu5b50u306eu30b9u30deu30fcu30c8u30d5u30a9u30f3u65b0u6a5fu7a2eu300cu30aeu30e3u30e9u30afu30b7u30fcu30fbu30cdu30afu30b5u30b9u300du3001u30b0u30fcu30b0u30ebu306eu57fau672cu30bdu30d5u30c8uff08uff2fuff33uff09u300cu30a2u30f3u30c9u30edu30a4u30c9u300du6700u65b0u7248u3092u642du8f09u3002u300cu30afu30e9u30a6u30c9u300du6d3bu7528u3001u97f3u58f0u8a8du8b58u3084u30abu30e1u30e9u306eu6a5fu80fdu3082u5411u4e0au3055u305bu305fu6226u7565u30e2u30c7u30eb #keizai #sumaho #googleu3000u3000url,irrelevant,neutral
rt pogo pin sur le cu00f4tu00e9 pour le connect sur un dock #google #nexusprime,irrelevant,irrelevant
android beam u30b9u30b2u30fcu3000#google #android,irrelevant,irrelevant
salut les twitto un petit ru00e9sumu00e9 de cet conf em-smile #ics #google,irrelevant,irrelevant
meu bom jes que velocidad de captur u00e9 ess #icecreamsandwich #galaxynexus #google #samsung,irrelevant,irrelevant
mientra que hoy #rim publicu00f3 su fabuloso #bbx #google presentu00f3 #android 40 y todo se fueron al diablo em-happy,irrelevant,irrelevant
